Name,VDW,HB,HP,HM,HS,RT,x-score,q,C,N,O,H,F,P,S,Cl,Br,I,1,2,3,am,ar,his,arg,lys,ile,phe,leu,trp,ala,met,pro,val,cys,asn,gly,ser,gln,tyr,thr,asp,glu,hoh,phis,parg,plys,pile,pphe,pleu,ptrp,pala,pmet,ppro,pval,pcys,pasn,pgly,pser,pgln,ptyr,pthr,pasp,pglu,exp
1atl,543.8,1.6,44.3,1.81,190,7,5.78,-1,17,1,4,24,0,0,1,0,0,0,37,1,0,1,8,4,1,1,2,0,6,0,2,3,1,2,2,0,2,1,1,1,3,2,4,11,9,11,8,14,6,25,2,9,7,7,9,4,13,11,14,7,7,10,14,13,6.28
1loq,437.3,10.2,10.8,0.14,28.8,3,5.81,-1,9,2,9,11,0,1,0,0,0,0,24,3,0,3,3,2,2,2,9,1,5,0,3,2,3,3,0,0,7,4,1,2,2,2,1,17,2,17,6,22,9,15,0,25,7,9,14,2,5,21,9,3,4,7,15,16,3.7
2j47,578.8,7,39.9,1.62,160.5,2,6.67,0,17,4,5,20,0,0,0,0,0,0,36,4,0,2,6,3,2,1,2,4,0,4,0,2,3,4,1,3,4,3,0,3,2,4,1,18,12,23,43,33,23,45,13,38,14,32,33,2,34,32,29,30,31,29,35,41,5.41
2p3i,310.1,4.9,14,0.62,82.9,6,4.8,-1,12,1,9,20,0,0,0,0,0,0,38,1,0,1,2,0,1,3,1,0,1,1,0,0,1,1,0,1,2,2,1,4,4,2,0,18,1,3,6,8,5,9,3,8,3,10,12,2,13,9,9,8,13,24,6,9,3.48
4myd,435.9,6.4,44.7,0.75,100.9,4,5.71,-2,11,0,6,10,0,0,0,0,0,0,20,3,0,0,4,5,4,0,0,6,6,2,1,0,0,2,0,2,6,4,2,3,1,1,2,21,9,18,4,7,12,30,5,34,4,9,17,5,9,22,13,13,7,7,15,12,4.55
4oag,488.4,7.4,0,0,0,5,5.55,-2,10,5,10,12,0,2,0,0,0,0,29,1,0,0,11,1,3,2,2,1,11,0,4,0,1,3,0,0,1,5,3,2,4,3,1,49,5,20,11,15,8,52,5,31,4,21,22,7,9,15,22,14,13,14,20,20,6.3
1r9l,296.9,2.8,0,0,0,1,4.76,0,5,1,2,11,0,0,0,0,0,0,16,0,0,0,2,1,0,0,2,1,1,3,3,2,2,1,2,2,3,2,1,5,2,1,3,16,7,3,24,14,10,20,8,37,6,15,20,2,22,27,10,15,14,22,20,13,5.4
3p2e,657.9,7.2,10.8,0.25,37.1,7,6.16,0,14,6,5,20,0,0,1,0,0,0,39,1,0,0,8,0,2,2,4,2,8,2,4,0,2,4,0,3,4,3,0,1,2,3,2,24,3,8,20,18,14,21,2,12,0,5,13,0,11,12,16,4,7,8,15,12,6.22
4rpo,304.3,1,62.8,2.66,214.3,0,5.56,0,6,0,1,3,0,0,0,3,0,0,7,0,0,0,6,2,3,1,3,6,4,0,6,1,1,3,0,0,3,2,1,1,0,1,4,7,8,18,4,16,13,22,3,17,2,15,15,2,8,13,10,8,4,14,7,20,7.64
2exm,371.6,1.4,17.6,0.52,133.4,2,5.17,0,10,5,0,13,0,0,0,0,0,0,21,2,0,0,6,1,0,8,2,2,10,0,3,0,1,6,0,1,3,0,2,3,1,2,2,6,10,16,21,16,16,39,4,19,5,19,23,3,8,16,14,9,10,17,16,17,4.11
5vb6,908,1.1,222.6,6.44,422.6,4,8.89,0,31,4,2,36,0,0,0,0,0,0,52,3,0,3,18,3,5,0,5,7,10,1,3,4,0,6,5,0,2,4,4,4,2,0,5,19,15,18,14,12,13,36,2,17,6,6,15,8,6,12,19,16,8,7,6,23,6.37
4re2,418.6,6.1,0,0,0,1,5.5,0,8,2,4,12,0,0,0,0,0,0,25,2,0,0,0,3,3,0,0,3,4,3,2,1,0,1,1,5,1,5,1,3,1,2,3,13,12,26,23,28,26,28,14,38,12,24,27,4,25,40,25,12,39,22,34,21,4.98
3q44,769.6,8.1,133.2,3.67,330.5,10,7.63,0,23,2,5,30,0,0,0,0,0,0,45,1,0,1,14,3,2,1,2,4,5,1,2,3,1,5,1,8,5,4,2,5,7,1,6,35,17,29,83,54,48,92,6,38,21,32,51,6,63,30,62,27,55,52,59,64,6.31
5eqp,410.5,0,80,2.64,130.7,2,5.68,2,16,3,0,23,0,0,0,0,0,0,33,0,0,0,11,1,2,0,1,4,1,2,0,0,1,0,1,3,3,4,2,7,0,2,3,5,8,23,24,19,24,44,6,18,11,17,10,5,13,18,25,12,17,11,12,35,5.4
4o2c,1159.3,9.3,138.3,5.59,482.3,23,8.67,-2,42,12,15,66,0,0,0,0,0,0,109,12,0,10,4,0,9,1,5,5,6,4,6,1,0,4,2,4,2,2,7,9,6,2,7,43,9,26,7,7,7,19,9,20,2,15,13,5,7,19,14,17,13,24,18,23,8
6upj,465.2,1.8,96.4,3.95,322.6,2,6.5,0,19,0,3,22,0,0,0,0,0,0,37,3,0,0,6,0,2,0,5,2,2,0,1,1,1,1,0,1,6,1,0,0,3,3,0,15,0,3,5,11,3,10,1,5,2,5,9,0,8,11,4,2,3,7,4,6,6.32
2j79,399.6,5.5,0,0,0,1,5.38,0,6,2,5,12,0,0,0,0,0,0,24,1,0,0,0,2,1,1,0,3,0,5,5,1,0,3,0,6,1,4,1,3,4,0,4,15,12,22,28,30,25,29,15,28,5,20,38,1,24,36,17,9,26,13,27,32,5.96
1ql7,706.2,0,60.4,1.72,223.4,2,6.81,0,25,4,3,27,0,0,1,1,0,0,43,3,0,2,17,1,0,2,4,1,2,1,3,1,2,4,3,4,9,6,3,3,3,3,0,17,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,5
1pxo,553.1,1.1,62,1.2,176.9,0,6.31,1,14,6,2,12,0,0,1,0,0,0,21,4,0,0,12,2,0,8,4,4,11,0,2,0,1,5,0,1,3,0,2,2,1,2,3,9,10,16,21,16,16,38,4,19,5,19,23,3,8,16,14,9,10,16,15,16,8.7
1det,340,4.6,0,0,0,3,4.91,-2,10,5,8,12,0,1,0,0,0,0,30,4,0,1,3,2,1,1,1,3,0,0,1,0,0,2,0,5,2,2,0,5,0,0,1,16,3,1,1,2,4,3,1,7,0,4,8,4,9,12,15,3,9,6,6,5,4.3
4xar,431.1,8.9,36.6,0.36,103.1,2,5.97,-1,8,1,4,10,0,0,0,0,0,0,20,0,0,0,4,0,4,1,1,1,2,1,2,1,2,2,0,1,5,12,2,3,1,4,2,8,8,28,24,29,22,39,7,37,8,12,28,6,22,27,38,17,20,19,27,27,6.97
1ec0,1172.2,5.4,182.1,5.56,419.7,11,9.46,0,38,2,8,38,2,0,0,0,0,0,65,2,0,2,24,0,4,2,10,2,10,0,2,2,6,6,0,4,12,0,0,0,6,6,0,26,2,8,12,26,4,24,4,6,4,12,12,4,6,26,2,12,2,16,8,8,8.49
4tqn,434.2,2,87.3,4.04,184.7,2,6.19,-1,18,1,5,16,0,0,0,0,0,0,24,2,0,1,14,0,3,0,1,3,5,1,1,2,4,3,1,2,1,2,1,3,0,3,1,19,0,6,7,5,6,12,3,4,4,10,7,1,4,2,5,9,6,4,9,8,6.11
3std,744.5,1,242.2,5.96,317.9,4,8.09,0,24,4,0,20,0,0,0,0,0,0,27,0,1,0,23,6,5,2,3,7,8,4,3,2,2,3,0,1,3,4,2,2,2,3,2,8,6,11,12,8,9,11,7,7,5,5,10,1,1,13,8,4,7,10,15,12,11.11
2v95,610,1.5,154.5,3.41,227.6,2,7.04,0,21,0,5,30,0,0,0,0,0,0,56,3,0,0,0,0,3,2,1,4,5,2,3,2,1,1,0,2,3,3,1,0,4,5,0,22,5,9,19,18,21,44,4,17,15,14,21,1,20,14,29,20,11,20,24,16,8.3
2uy0,1104.2,5.4,203.6,7.35,530.7,11,9.63,0,36,4,7,43,0,0,0,0,1,0,68,4,0,4,18,0,4,2,10,2,8,0,2,2,4,6,0,3,12,0,0,0,6,6,0,28,2,8,12,26,4,24,4,6,4,12,12,4,6,26,2,12,2,16,8,8,6.92
2vzr,236.5,6.4,0,0,0,1,4.79,-1,6,0,7,9,0,0,0,0,0,0,20,0,0,0,2,1,1,0,0,1,0,2,2,0,2,3,0,6,3,1,0,1,1,1,1,26,1,3,4,4,3,3,3,15,0,5,18,0,8,14,10,2,5,18,6,3,4.28
2xj2,579.6,1.2,110.2,2.21,130.7,0,6.64,0,19,4,2,22,0,0,0,0,0,0,34,1,0,0,14,2,2,3,6,3,9,0,1,0,2,5,0,1,5,4,1,1,0,5,3,18,11,21,7,18,14,31,7,9,3,15,22,5,6,20,18,11,7,7,19,22,7.18
5fhm,802.4,9.2,80.9,1.94,107.8,6,7.49,1,15,7,4,18,0,0,0,0,0,0,33,4,0,1,8,0,2,4,4,2,6,1,3,5,2,4,0,1,6,5,0,5,6,1,4,24,2,10,28,16,7,20,4,18,10,7,18,4,9,24,16,3,13,17,13,20,5.09
4wov,569.9,2.6,32.3,0.77,84.8,4,5.9,0,19,7,2,21,0,0,0,0,0,0,36,3,0,1,12,2,3,2,1,0,5,1,1,0,1,5,0,2,3,2,1,2,3,2,3,22,12,21,7,8,8,34,4,16,5,16,19,6,6,17,18,12,6,15,8,20,7.14
3alt,271.5,4.1,0,0,0,4,4.51,0,12,0,11,22,0,0,0,0,0,0,46,0,0,0,0,0,1,0,0,1,0,3,4,0,1,2,0,3,4,3,1,2,0,1,1,3,5,4,4,5,8,13,5,12,1,7,7,6,12,16,15,5,6,10,9,6,2.92
1f4e,330,1.3,81.4,2.63,188,2,5.53,-1,12,1,4,14,0,0,1,0,0,0,22,2,0,1,8,2,1,1,3,2,6,3,4,0,2,3,3,1,1,3,1,2,1,2,2,22,11,13,12,16,13,28,7,13,6,14,13,5,11,18,10,16,9,14,21,13,2.96
5we9,326.2,4.3,31,2.61,168.4,4,5.4,0,24,4,4,22,2,0,0,0,0,0,39,5,0,3,12,2,4,3,6,2,3,1,4,1,1,1,2,0,2,0,0,2,1,1,6,26,5,14,14,15,11,8,2,11,7,4,8,4,6,7,10,3,7,12,9,21,7.22
3ccw,688.2,7.6,74.7,3.04,305.1,10,6.97,-1,27,3,5,31,1,0,0,0,0,0,51,3,0,1,14,2,3,5,2,0,5,0,9,5,1,3,2,6,6,4,1,1,5,2,4,9,6,20,20,28,7,37,2,46,15,18,28,15,21,40,29,15,12,21,11,30,7.87
5ouh,606.7,0.4,188.9,5.39,315.1,5,7.17,1,22,1,2,28,0,0,0,0,0,0,42,1,0,0,12,2,1,1,2,0,7,2,1,1,4,5,2,1,2,4,4,4,2,1,2,5,4,11,12,9,8,18,5,4,3,12,22,4,6,9,18,13,11,11,12,13,5.67
4ymg,773.4,7.7,6.6,0,13.9,7,6.58,1,15,6,5,23,0,0,1,0,0,0,43,1,0,0,8,1,1,3,3,1,3,3,5,3,2,1,1,3,5,6,1,6,3,5,4,22,3,15,14,15,9,22,7,21,4,11,12,5,8,21,12,5,9,12,19,15,4.68
4lm3,304.7,0.7,54.3,1.57,138.7,0,5.27,0,10,0,3,10,0,0,0,0,0,0,17,1,0,0,6,2,0,1,2,2,3,1,2,2,0,4,2,1,2,1,1,4,3,2,0,17,13,14,17,21,15,36,7,18,12,13,15,12,14,16,20,16,12,23,14,23,2.92
4emf,566,4.3,0,0,0,5,5.63,0,11,5,11,16,0,2,0,0,0,0,35,3,0,1,8,0,3,0,3,3,6,1,4,1,1,2,0,5,3,4,2,3,0,1,4,21,3,13,9,17,8,28,1,23,3,11,17,0,16,14,21,11,13,19,10,9,7.08
4ljh,375.3,4.7,9.6,1.64,31.7,3,5.34,0,15,1,6,19,0,0,0,0,0,0,36,1,0,0,6,1,0,0,0,0,1,1,0,0,3,1,1,3,5,1,2,3,2,3,1,14,2,2,4,10,3,5,4,10,1,7,10,2,11,17,7,6,4,7,6,3,4.71
4w9k,749.1,3,126.8,6.31,261.4,8,7.55,0,33,5,5,41,0,0,1,0,0,0,66,6,0,4,12,2,4,0,1,3,4,2,0,0,5,4,0,2,2,4,1,2,1,0,1,7,4,15,9,8,11,27,1,11,4,13,15,2,6,9,8,8,4,14,18,15,6.54
3tf6,267.6,0.4,43.5,0.34,85.1,0,4.84,-1,7,0,4,5,0,0,0,0,0,0,8,0,0,0,8,0,2,3,2,4,6,1,2,0,0,2,0,1,1,2,0,3,1,0,1,4,2,7,16,10,11,15,2,5,2,11,13,2,10,10,13,10,10,10,8,9,6.4
2gl0,467.2,2.8,0,0,0,2,5.36,0,10,5,4,13,0,0,0,0,0,0,27,1,0,0,6,2,0,2,5,3,2,1,5,0,3,4,1,3,2,1,0,1,4,1,2,10,4,10,13,15,7,12,1,14,0,8,23,2,8,10,4,2,3,5,6,16,4.82
1uwt,403.7,5.7,0,0,0,1,5.41,0,6,2,5,12,0,0,0,0,0,0,24,1,0,0,0,1,1,0,2,4,1,4,4,1,1,1,0,6,2,5,2,4,2,0,3,16,13,32,23,22,23,37,17,28,11,26,31,1,28,39,31,8,34,19,32,30,5.97
2gzl,941.8,7.7,81.6,1.6,140.7,11,7.53,-2,23,5,13,29,0,2,1,0,0,0,54,5,0,2,15,4,4,5,8,4,7,0,8,2,4,3,0,0,4,2,1,0,7,8,3,12,6,8,8,13,6,19,1,20,4,7,9,2,2,20,2,3,2,8,12,9,4.82
3umq,91.1,0,19.2,0.89,123.8,2,3.98,-1,4,0,2,7,0,0,0,0,0,0,10,0,0,0,2,0,2,0,0,0,3,0,3,0,2,1,2,2,3,1,1,0,0,0,0,8,6,16,2,8,2,12,5,16,2,12,13,6,9,16,11,7,8,6,6,8,4.62
4hdp,937,3.6,110.4,4.51,288.1,11,7.86,0,30,2,9,40,0,0,1,0,0,0,69,3,0,2,12,0,2,1,4,1,4,0,1,1,2,4,0,2,6,0,0,0,3,3,0,41,1,4,7,14,2,10,2,5,2,6,7,0,3,13,1,5,1,8,4,4,7.51
1zc9,364.4,2.2,14.6,0,78.7,3,4.97,-1,8,2,5,12,0,1,0,0,0,0,19,0,0,0,9,1,1,1,2,0,4,1,5,2,2,0,0,1,4,7,2,0,5,1,4,19,8,33,11,25,15,52,2,50,13,19,27,5,9,47,22,8,12,22,27,24,3.22
4kyk,438.2,2,117,3.89,224.9,3,6.25,-1,19,1,4,15,0,0,0,1,0,0,25,2,0,1,14,1,0,5,3,5,4,1,3,3,2,1,0,0,2,0,1,0,2,3,2,6,3,5,18,10,11,17,3,10,3,11,5,3,6,11,12,5,6,13,18,9,4.74
1b0h,967.6,8.8,134.7,2,306.9,13,7.98,2,25,5,4,39,0,0,0,0,0,0,57,2,0,2,13,4,4,0,2,2,4,2,4,2,3,3,2,9,3,8,1,11,3,2,4,34,11,17,43,23,16,44,13,40,3,31,44,2,36,22,28,18,28,30,39,29,6.7
2qi1,917.7,1.7,134.4,4.83,317.9,9,7.95,0,29,2,7,30,0,0,2,0,0,0,48,5,0,2,18,0,2,1,5,1,3,0,1,1,2,3,0,2,6,0,0,0,3,3,1,28,1,4,7,13,2,11,2,3,2,7,6,2,4,13,0,5,1,8,4,4,7.3
6equ,612.2,2.4,89.6,3.76,324,5,6.85,0,31,2,2,28,0,0,1,0,0,0,39,4,0,1,24,7,1,2,1,4,8,2,3,1,3,5,1,4,5,3,2,1,2,0,2,8,12,7,24,9,12,26,7,13,2,17,17,1,10,23,18,11,8,12,19,13,6.38
1o5c,561.9,2,38.6,1.6,206.5,2,6.28,1,21,4,2,24,1,0,0,0,0,0,40,1,0,0,14,2,2,2,6,1,2,1,5,0,1,4,4,0,8,3,1,7,2,4,0,24,9,13,14,16,7,18,5,12,6,12,12,11,6,21,19,11,12,19,11,12,5.22
4do4,393.1,6.6,5.9,0,83.7,2,5.48,1,8,2,4,17,0,0,0,0,0,0,29,1,0,1,0,0,2,1,2,1,2,3,2,2,1,0,5,1,2,2,1,5,1,8,2,23,12,19,12,25,14,42,13,25,19,24,16,9,20,29,25,20,16,15,30,15,7.29
2fqt,467.2,8.1,13.8,0,48.3,8,5.38,0,8,2,6,16,0,0,1,0,0,0,28,1,0,1,2,5,3,2,5,2,6,0,4,1,3,3,3,2,4,2,3,3,2,2,4,14,8,5,11,9,7,13,1,11,4,6,13,4,4,9,6,6,4,8,11,14,6.14
3fvh,574.9,8,21.7,2.11,128.7,13,5.79,-2,24,8,11,39,0,1,0,0,0,0,66,8,0,6,3,2,2,3,2,3,4,2,2,1,0,2,0,1,3,2,3,3,1,4,2,35,6,18,12,11,7,32,3,13,5,7,10,6,10,10,24,7,13,11,15,13,6.35
5ia1,605.6,1,67.6,3.53,222.9,0,6.9,-1,25,4,2,14,2,0,0,1,0,0,25,1,0,0,26,1,2,5,6,3,2,0,5,2,0,5,0,2,6,1,0,2,1,3,6,10,5,15,17,20,11,21,5,19,14,11,18,4,9,18,15,8,10,11,13,17,6.28
2ydw,550.1,0.8,129,5.87,279.9,4,6.89,0,25,5,2,21,0,0,0,0,0,0,34,4,0,1,18,0,1,2,4,3,2,1,3,4,3,2,1,2,1,0,1,3,0,5,0,14,3,3,10,6,5,9,3,7,7,6,6,2,6,2,2,8,6,5,6,3,7.34
4hu1,400.5,3.5,0,0,0,4,4.98,0,8,1,5,7,4,0,2,0,0,0,16,4,0,1,6,7,2,0,0,2,7,4,2,0,3,8,0,2,2,6,1,1,1,1,2,14,12,11,16,14,11,26,7,14,0,18,16,1,9,17,28,11,8,11,16,14,7.54
5efh,444.1,2.7,57.1,1.43,81.9,9,5.15,2,10,2,2,23,3,0,0,0,0,0,39,0,0,0,0,5,1,0,1,5,2,0,2,0,4,1,2,3,6,2,0,1,0,4,2,10,21,22,8,21,14,37,4,31,11,17,17,7,16,25,32,8,11,16,17,21,6.1
4xxh,620.4,13.4,0,0,0,5,6.53,-2,12,0,14,21,0,1,0,0,0,0,46,0,0,0,3,0,3,1,1,3,6,0,5,1,2,4,1,1,5,4,0,2,7,4,1,12,8,11,11,15,7,30,1,27,7,12,19,4,5,17,14,16,9,16,12,14,5
2z4o,934.7,3,105.3,3.96,284.5,10,7.8,0,28,2,9,36,0,0,1,0,0,0,63,3,0,2,12,0,4,2,10,2,8,0,2,2,2,6,0,4,12,0,0,0,6,6,0,31,2,8,14,30,4,20,4,10,4,12,12,0,6,26,2,10,2,16,8,8,9.57
2uyq,368.7,3.5,0,0,0,1,5.1,0,9,5,3,11,0,0,0,0,0,0,23,1,0,0,6,0,2,2,3,0,8,1,3,0,3,5,0,0,3,1,2,2,2,3,1,22,6,25,4,9,9,22,8,41,8,13,20,0,6,18,11,8,8,20,23,15,5.68
3iog,260.4,3,31.7,2.34,199.8,1,5.29,-1,7,0,3,5,0,1,1,2,0,0,10,0,0,0,9,3,2,3,2,2,4,1,2,0,1,2,1,3,4,1,1,5,3,2,1,19,7,9,16,10,7,20,3,18,4,15,23,1,7,19,10,7,12,14,13,12,5.52
4xoe,450.1,6.2,53.4,2.32,111.8,8,5.66,0,13,0,6,26,0,0,0,0,0,0,45,0,0,0,0,1,1,0,2,3,0,0,1,0,2,0,0,4,2,2,1,4,3,4,1,20,1,7,5,14,9,18,2,25,0,16,33,4,22,29,25,11,16,29,11,2,5
1ppl,842.6,5.8,137.4,6.33,465.4,14,7.95,-1,30,3,8,49,0,1,0,0,0,0,76,4,0,3,8,0,0,0,6,5,7,2,5,0,1,0,0,5,11,8,2,3,6,7,2,24,3,0,5,13,20,21,3,24,0,12,23,2,15,40,46,25,14,30,23,4,8.55
3d7k,987.7,10.1,82.8,2.8,244.1,10,8.28,-3,20,4,11,25,0,3,1,0,0,0,46,1,0,0,19,5,1,0,2,2,10,3,7,2,2,5,0,3,13,3,3,5,7,3,2,9,20,26,11,31,15,60,7,86,11,26,46,5,12,56,27,21,9,29,35,21,4.6
3ekw,1055,5.5,165.6,7.09,444.8,13,9.01,1,38,6,7,53,0,0,0,0,0,0,80,4,0,4,18,0,2,1,5,1,3,0,2,1,3,4,0,1,5,0,0,0,3,3,1,37,1,4,7,13,2,10,2,4,2,7,7,2,4,12,0,5,1,8,4,4,7.96
2q1q,350.7,2.5,35,1.73,97.1,1,5.42,0,10,2,4,14,0,0,2,0,0,0,21,4,0,2,6,6,1,0,1,4,8,4,2,0,3,4,1,3,3,2,1,1,2,0,3,9,11,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,8.15
3ml2,440.4,2.3,60,2.47,113.8,4,5.7,0,18,2,6,16,0,0,1,0,0,0,26,5,0,2,12,6,1,1,1,4,7,4,3,0,3,4,1,3,3,2,2,1,2,1,2,15,11,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,8.05
2vvv,765.9,1.8,89,2.08,299.1,2,7.41,0,20,6,3,14,1,0,1,1,0,0,31,9,0,3,6,2,2,3,5,3,1,1,3,1,0,4,3,0,7,4,2,3,4,4,4,32,5,13,17,13,12,13,4,13,5,6,16,9,7,22,11,9,8,20,11,20,8.22
4ou3,611.5,6,15.7,0.25,60.3,9,5.76,1,20,10,8,35,0,0,2,0,0,0,58,6,0,6,5,2,2,0,2,2,3,1,6,3,1,1,0,5,1,6,4,3,4,4,5,39,20,31,38,43,41,93,25,63,24,42,58,6,63,42,69,49,36,58,48,53,4.41
5n3v,536.7,4.9,56.6,2.15,208,9,5.94,0,16,4,5,27,0,1,0,0,0,0,40,2,0,3,8,3,1,0,1,2,3,1,2,0,0,5,0,5,4,3,1,5,0,4,3,24,8,10,11,18,10,16,3,28,2,8,22,0,20,36,26,14,28,25,24,7,4.34
4cpy,410.8,5.7,30.5,1.32,229.6,4,5.76,0,14,2,4,24,0,0,0,0,0,0,39,2,0,1,2,3,7,1,1,0,3,2,1,0,0,2,0,2,5,4,0,1,3,2,5,21,11,19,25,23,13,23,8,25,12,18,16,17,13,42,27,5,17,28,23,25,6.31
3hmp,359.4,0.8,75.6,2.1,222,2,5.57,0,12,3,0,12,0,0,0,1,0,0,19,0,0,0,11,0,1,3,7,2,6,0,2,2,0,4,1,3,2,2,2,2,0,2,1,4,8,6,25,31,5,22,4,9,8,12,13,5,13,11,17,17,15,6,17,14,5.49
5fsx,595.3,5.2,0,0,0,5,5.81,-2,10,5,10,12,0,2,0,0,0,0,29,1,0,0,11,0,2,0,1,2,2,0,4,0,2,8,3,2,9,1,1,3,3,3,2,9,4,19,8,12,7,26,2,19,2,14,15,12,4,22,14,5,9,14,10,15,2.72
5f1r,639.6,0.7,170.7,4.38,313.9,4,7.22,-1,22,1,3,18,0,0,1,0,0,0,32,3,0,1,13,0,0,4,4,3,8,1,2,0,0,3,1,1,3,3,5,6,5,0,0,8,2,2,23,19,13,25,3,10,3,5,11,4,14,13,15,13,17,14,8,15,6
1bn3,400.4,3.5,47.1,1.75,107.5,2,5.66,0,13,2,5,12,0,0,3,0,0,0,21,7,0,3,6,6,1,1,1,3,7,5,3,0,3,4,1,3,2,2,2,1,2,0,3,4,11,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,9.89
2gvv,369.2,3.6,66.1,2.15,234.8,4,5.65,0,10,1,3,20,0,1,0,0,0,0,34,1,0,1,0,2,2,1,1,1,0,1,7,2,7,2,1,4,8,1,0,1,3,3,4,10,6,11,24,20,17,14,6,19,7,20,20,8,16,31,7,13,8,18,21,23,3.9
3mxe,944.9,3.1,107.5,4.17,317.6,9,8,0,32,4,6,33,3,0,2,0,0,0,58,5,0,3,18,0,2,1,5,1,4,0,1,1,2,3,0,2,6,0,0,0,3,3,0,28,1,4,7,13,2,11,2,3,2,7,6,2,4,13,0,5,1,8,4,4,10.01
5kab,354.3,4.4,30.9,0.9,44.9,0,5.47,-2,10,2,5,4,0,0,1,0,0,0,10,2,0,1,10,1,5,1,2,0,3,1,1,0,0,1,1,1,5,3,3,1,2,1,1,10,8,17,21,16,14,26,5,13,11,11,15,6,10,14,21,12,9,13,15,25,4.68
5mn1,242.3,0.9,12.6,0,84.1,0,4.63,0,5,2,0,6,0,0,0,0,0,0,7,0,0,0,6,1,0,2,3,0,0,1,2,0,1,3,2,1,6,4,2,2,0,2,0,20,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,2.48
1vyf,462.2,2.5,127.8,5.4,351.6,15,5.79,-1,18,0,2,33,0,0,0,0,0,0,49,1,0,0,2,0,4,2,3,3,3,0,2,3,1,9,0,2,2,5,3,1,11,2,3,20,1,5,13,3,7,7,2,3,6,2,14,1,7,9,14,3,1,20,9,8,8.05
2ha6,487.7,0,29.8,0,50.8,9,4.81,2,14,2,4,30,0,0,0,0,0,0,47,2,0,0,0,1,1,0,2,4,4,4,4,1,1,4,0,1,8,4,0,7,2,1,3,22,10,37,8,15,27,58,13,49,8,44,45,6,17,47,31,22,19,27,27,27,4.32
4whs,199.2,0.9,23.2,0.67,76.6,0,4.57,0,6,0,2,5,1,0,0,0,0,0,8,0,0,0,6,0,2,1,2,1,2,0,3,0,1,0,1,2,0,0,3,1,1,1,2,9,15,28,14,29,20,36,7,37,5,34,22,6,30,36,16,18,15,22,27,21,4.12
2ccb,406.9,2,33.1,0.34,137.7,5,5.14,0,17,4,6,20,0,0,0,0,0,0,37,4,0,2,6,0,0,1,1,3,0,1,3,0,0,6,0,0,2,0,3,1,3,1,4,19,0,2,2,2,3,4,1,8,0,0,10,0,1,3,2,3,1,6,7,9,7.45
2yi0,543.8,1.9,57.7,1.55,203.8,1,6.33,0,15,2,3,11,0,0,1,1,0,0,21,2,0,0,12,1,1,3,7,3,6,0,2,1,0,5,0,3,7,3,0,2,5,4,1,40,4,7,16,20,10,18,1,14,5,4,10,0,8,15,15,8,7,17,12,18,8.12
3tza,526.4,6.6,51.9,1,135.9,6,6.02,0,12,2,6,12,0,0,0,1,0,0,21,2,0,0,10,0,2,3,4,3,5,1,3,3,2,3,0,1,6,5,0,5,7,1,4,26,2,10,28,16,7,20,4,19,10,7,18,4,10,24,16,3,13,17,13,20,5.5
2xc4,871.2,1.6,98.9,2.08,302.7,3,7.77,1,25,4,3,22,4,0,0,1,0,0,42,5,0,3,12,3,2,3,5,3,1,1,3,1,0,4,3,0,9,4,2,3,4,4,4,29,5,14,17,13,12,13,4,13,5,6,16,9,7,22,11,9,8,20,11,19,8.05
5ji8,298.7,0.7,61.2,1.56,103.8,0,5.22,0,8,3,1,7,0,0,1,0,0,0,12,2,0,1,6,1,1,0,2,4,0,0,5,3,2,2,1,2,1,0,0,4,3,2,0,17,4,3,11,6,8,7,0,8,7,6,4,1,3,4,3,4,5,6,7,3,4.63
3zq9,422.3,4.6,8.1,0.13,6.7,4,5.2,1,12,1,9,24,0,0,0,0,0,0,47,0,0,0,0,2,2,1,0,0,5,3,1,1,0,1,0,5,2,2,1,4,4,2,2,42,9,15,35,19,15,35,12,43,12,20,38,2,33,43,42,19,30,32,37,21,6.02
2zc9,658.9,2.9,113.1,3.36,334.2,6,7.02,1,21,3,2,25,0,0,0,1,0,0,38,2,0,2,12,1,3,2,3,3,3,3,3,1,1,3,5,3,6,2,0,4,2,5,4,26,5,20,21,17,10,25,8,12,7,15,16,8,10,22,16,8,11,10,18,20,6.74
4h3f,728.4,2.6,69.5,2.38,195.5,2,7.17,1,24,6,2,23,0,0,1,0,0,0,40,3,1,1,15,0,3,3,6,3,5,2,5,0,2,7,0,2,8,5,2,4,4,3,0,25,7,17,15,24,20,29,7,24,8,19,34,6,15,34,30,16,19,23,21,22,9
3t60,587.5,2.1,96.6,3.98,243.4,5.5,6.63,1,28,3,4,28,0,0,0,0,0,0,43,3,0,3,18,0,3,3,6,3,8,0,3,0,1,2,0,1,2,4,1,1,3,1,1,6,2,5,13,11,7,18,0,6,2,4,9,1,7,10,13,3,7,7,9,11,6.7
